comment,predicted_label
pasti di antara yg komen disini ada salah satu yg ngehujat waktu itu😂,relatable engagement
Beli ayo @andi_saribulan @miftahljnh ??,social virality
@gi.giyaaa kak giya bentar lagi bakalan pakai caption yg samaaaa😍😍,supportive sentiment
2 🙌🙌,supportive sentiment
Keren ko joerdy🔥🔥,supportive sentiment
"\Semangat pemuda Indonesia. Selamat Hari Pahlawan. Siapa kita? Kita Indonesia dan kita bisa!\"" - Bung Karno""",supportive sentiment
cakepp bgtt 😩🫵🏻,supportive sentiment
"Sumpah video² bang aldo keren² gila, Kira² bisa PKL gak ya, mau belajar dunia editing😅",supportive sentiment
@faidhilla,spam or irrelevant
ABADI,spam or irrelevant
"Waaah ibuun liburan di lampuung ❤️❤️, selamat menikmati lampungku yg indaah ya buun",supportive sentiment
Budok Gendong aku ke Myhtic Glory,relatable engagement
keren terusss,pas
😭😭😭,spam or irrelevant
❤️❤️❤️,spam or irrelevant
GOD SPEED MAMAJEN🪄💗,supportive sentiment
Prince😍🔥,supportive sentiment
Waduh jadi gak sabar pengen nonton filmnyaa,relatable engagement
Ternyata ada temennya 😢 aku pd kanan kiri cuma 50 ml doang huhu,relatable engagement
Ncaaaa sehat terusss yaaa,supportive sentiment
Apakah kamu mmbernya 😮😍,supportive sentiment
😍😍😍😍,spam or irrelevant
Semangat terus kak asri😍❤️,supportive sentiment
tutor bang🔥,supportive sentiment
enak yaa jadi nevy kalo kangen tinggal peluk 😭😭,supportive sentiment
Aduhhh,spam or irrelevant
🫶,spam or irrelevant
Wahhhh kayak hasil drone 🔥,relatable engagement
🔥🔥🔥🔥🔥,spam or irrelevant
Masya Allah tdi duduk depan saya❤️,relatable engagement
Cakep amat oy!,supportive sentiment
"Ciii, kepikiran? 😂🤣",relatable engagement
Edisi horden nyangkut,supportive sentiment
"Allahumma Bariik, flawless make up nya❤️😍",supportive sentiment
Hahahaha 😂 oh begitu rupanya! Ga perlu muscle to help 😂,relatable engagement
"Lisa mending luu partner sama fikri dehhh di XD, beneran kek luu gg ada chemistry nya sama rinov kek kaku",relatable engagement
Hahah lucu sekali formasi lengkap 😍,supportive sentiment
what a babe,passive engagement
اللهم بارك🥰,spam or irrelevant
info skor bg,product-focused response
"Panjang bener lebarannya, Kak ✨",relatable engagement
Price,spam or irrelevant
"I need to share this with my daughters, looks like a nice product",social virality
Assalaamu'alaykum,spam or irrelevant
Goks instax🔥,supportive sentiment
Ini di Vietnam kan?👏👏👏,supportive sentiment
wahh ❤️😍👏👏,supportive sentiment
🥹🥹🥹🤩🤩🤩👏👏👏 ¡Conmadreeee!,spam or irrelevant
Aahhhhh Jeffrrryyyyyy 😍😍😍 kuterharu dan ikut bahagiaaaaa..,supportive sentiment
@feriana_inst,spam or irrelevant
ada foto horor gk?,product-focused response
👏,spam or irrelevant
Oalahh jadi ini orang yang…..ngga ngga wkwkwk,relatable engagement
Pengen deh di sapa idola 😍@rolansihombing_,supportive sentiment
Naksir sama outifnya sekeren ini kak🔥👏👏,supportive sentiment
Kak aku juga lahir di kalimantan,relatable engagement
Akhirnyaa nggak cuma gaming fitur2 itu terpakai,relatable engagement
"Gw dapet AP4 harga 2,3 jt sale beberapa menit dari Adidas official shopee😂😂😂",product-focused response
Wahhh 🔥🔥🔥,supportive sentiment
😂,spam or irrelevant
aaaaa gasabarrrr ka doain aku mulai jg yah 🔥❤️,relatable engagement
Kerennn 🔥🔥,supportive sentiment
"salah satu iklan yang ga ku skip nihh, cakepp🔥",supportive sentiment
OMGGGGG SELAMAT YA KAK!!! 🎉💜😭 Ini literally dream come true!! Aku ikut terharu banget!! 11 years of pure love and dedication finally noticed by our boys💜 You're amazing kak Fel!!,supportive sentiment
caaantiik,spam or irrelevant
Selamatu ulang tahun bng semoga panjang umur sehat selalu 🎊🎉,supportive sentiment
bagi preset nya bang,supportive sentiment
Chaaaaa nnntik bngttt aaaa 😍😍 rambutnya 🔥✨🤏🏻,supportive sentiment
Penasaran bgt sama ini dari dulu,relatable engagement
Bahas Usaha cuci motor yg sudah banyak tempat cuci motor bang..,product-focused response
Wow 🔥👏,supportive sentiment
😍😍,spam or irrelevant
🔥,spam or irrelevant
Semangat konten bang😂,relatable engagement
bisa bisanya si om elmer kelakuannya begitu dengan bini secantik ini,relatable engagement
Tutor daftar jadi agen gimana tadz ??,product-focused response
"Yang boleh ngetok"" Porta filter cuman owner..! Karyawan jangan coba"" Sattt",relatable engagement
Info gimana caranya jadi announcer,product-focused response
"Bentar, video kemarin di kamera 2001 belum beres uy",relatable engagement
kembaran gueeeh🤏🏻,relatable engagement
Anaknya nama siapa kak,relatable engagement
😭,spam or irrelevant
Ngeri ngeri sedep 😂🤣,relatable engagement
"Ini alat buat nyidak barista negri sipil ya, biar kinerjanya makin mantap",relatable engagement
AllahumasholialaMuhamm🤲,passive engagement
Happy holiday ❤️🙌🫶🏻,supportive sentiment
Kaaa harus banget aquarium 😂😂,relatable engagement
"selamat hari raya idul fitri kak Lisa, mohon maaf lahir batin 🙏",supportive sentiment
anton doang yg sesuai dresscode pasti🤣🤣,product-focused response
"Udah nyampe atas mas, mas e lg bobo",relatable engagement
You kinda look like @dualipa 👆,social virality
Anjir komenannya padahal udh 2025😭😂,product-focused response
😍😍😍,spam or irrelevant
😍❤️❤️❤️❤️❤️,spam or irrelevant
"happy birthday yukaa chann👭💕🎂, semoga panjang umur sehat selalu",supportive sentiment
I tried this as a brewer last summer and made a post about it. Fun to see the level you have taken it to ☕️🙌🏽,supportive sentiment
🔥🙌❤️,spam or irrelevant
Di jual harganya berapa?,product-focused response
Sehat n bahagia selalu ci @sarwendah29,social virality
MaasyaaAllah iii... Masii gk nyangka kalo yg ini .. Masih inget gk? @jannatoell,social virality
😍,spam or irrelevant
BOIKOT OREO,pas
Cantikkk bangetttt🥹❤️,passive engagement
Kalian kenapa siihhbb??? Lucuuuuu 🤣🤣🤣🤣🤣,relatable engagement
Tipe saya ini mah 😂,relatable engagement
Salfok sama typing nya 2011 tapi udah bagus,product-focused response
Cek harga,pas
MaasyaAllah 🔥,supportive sentiment
Keren😎👏👏👏,supportive sentiment
Ya Allah maksud hamba yang begini ya Allah,supportive sentiment
Apapun tentang langit itu indah ya,relatable engagement
Suara hati chatgpt 😢,supportive sentiment
KAKAKKK!!! OMG!!! 😭😭😭💜 AKU TERHARU BANGET!!! Ini literally mimpi yang jadi kenyataan!! Aku yakin member BTS lihat konten kakak karena emang deserve banget!! You're amazing kak Fel💜💜,supportive sentiment
Kalo di tiktok isi nya Jj begini dan editan begini juga gue mah nonton terus wkwkwk,relatable engagement
Bangga bgt liatnya❤️,supportive sentiment
😍,spam or irrelevant
IP berapa ni ka? Jernih weh,product-focused response
KEREN BGT NCAAA😭😍😍🔥,supportive sentiment
@medi_wrp @r_zkiyy_ @yuz.sr4n bagaimana sdh ada target 😂,social virality
"Bola tenis bola pingpong, kak ravi manis jangan sampai kalah pertandingan dong @ravie.pie 🥰😍",supportive sentiment
Gitu aja terus,supportive sentiment
Pingin ikut seseru itukah🙌,supportive sentiment
Need to try asap,relatable engagement
welcome to the club,supportive sentiment
NIKMATI AJA HIDUP KITA SENDIRI SIAPA TAU MASA DEPAN ADA MUZIZAT AKAN DATANG🥲🥲❤❤,product-focused response
cantiiiikkk,spam or irrelevant
Siap2 lari lbh kenceng bang,spam or irrelevant
Looks like a great product!,spam or irrelevant
UGH PROUD OF YOU DINDAAAA,supportive sentiment
Dobrak,spam or irrelevant
Defence jongkok nya ci debby .. 😂,relatable engagement
#ANTIHAMDOK,spam or irrelevant
Air mata ini sudah kering mel🙌,supportive sentiment
"kak serius penasaran, pas di pasar yang videoinnya siapa ya? apa minta tolong ke orang, atau ka amel ada sama tim?",relatable engagement
So beautiful 🤩,supportive sentiment
bang ga buka kelas aja 😢,supportive sentiment
MasyaAllah.. Semangat dee.. Berkah selalu rejekinya❤️,supportive sentiment
"siap mukul bola, siap mukul kenyataan, tapi belum siap mukul omongan keluarga: ‘kapan nikah?",product-focused response
Full,spam or irrelevant
"gabaik foto sendiri, sebaiknya berdua denganku🙌",supportive sentiment
Precious moment ❤️ congrats!!,supportive sentiment
Cakepnyaaa,spam or irrelevant
ini ceritanya baby wili lagi dimanjain umi ya,relatable engagement
Top mantap is the best,supportive sentiment
segentongg😭,passive engagement
Jangan bubar harqeelll,relatable engagement
😂😂,spam or irrelevant
😭😭salfok kulit mukanya mama zoey putih bersih😭😍😍,supportive sentiment
"Takot banget loh renggo jd kakak hihii,,,",supportive sentiment
Happy birthday lov❤️😍,supportive sentiment
❤️❤️,spam or irrelevant
cewek kereenn💗,supportive sentiment
Congratzzz Mitzii Gintinggg..❤️❤️❤️ sehat2 yaa calon baby n mommy nyaaa.. can't wait to see mini mitzi n gintinggg..❤️❤️❤️,supportive sentiment
Sabar yaa koh @rendypritz kami tau sebenarnya ka natya mau banyak bawa bekas sampah skincare nya cuman kasian nanti kamu yg di suruh angkutin 😂😂,social virality
@ubay,spam or irrelevant
Harusnya diem di depan rumah ga sih siapa tau ada yg perlu gitu,product-focused response
DRAMATIS BANGET ANJIR KOMENNYA😭😭😭,supportive sentiment
Masya Allah mbak nya cantik.pinter berjilbab maaf ya mbak baju mbak nya trlalu pendek GK sopan klau untuk Wawan cara di depan umum 🙏🏻,product-focused response
Niki zefanya ❌ Niki Sinten ✅,supportive sentiment
Kamu cantik bangettt dong 😍❤️,supportive sentiment
Fadly jangan maruk lu kasih gw satu,relatable engagement
"Happy Birthday ka, saya do'akan semoga Semua yang hutang ke kakak cepet di bayar ya 😍",supportive sentiment
Sehat selalu semuanya disana Bun 😍❤️👏,supportive sentiment
Cantik banget sih kak 😍,supportive sentiment
Warga2 akal sehat di negeri Konoha..,spam or irrelevant
Siapapun tolong cabut wifi dia,supportive sentiment
Bisa nihh jadi pemasok buah😂😂,relatable engagement
Ohhh begini trnya😂,relatable engagement
👏,spam or irrelevant
kecee 🔥🔥,supportive sentiment
Keren banget sukses selalu kak Ochie 😍,supportive sentiment
Btw chat gpt juga menilai karakter kita dengan jeli loo lewat pesan atau gaya bahasa yg kita sampaikan. Kadang agak kasian kalau terlalu rude ke dia😢,product-focused response
🔥🔥,spam or irrelevant
lo seger bgt dah,product-focused response
kadev,spam or irrelevant
Dilan ga pernah serius😪,relatable engagement
🥶🥶🥶,spam or irrelevant
Asli enak x bang,spam or irrelevant
"Bro, lu keren banget 😭😭😭",supportive sentiment
Lucu banget cardigannya,product-focused response
😍😍😍😍,spam or irrelevant
ya ampunnn cantik banget kk😍,supportive sentiment
"AAAAAAA AKU MAU JUGAAAA😍😍 aku sukaaa garnier micellar water pinkk, serum vit c dan varian masker apa ajaaaaa!! sehat selalu dan bahagia selalu kak natyaaaa sekeluarga!😍😍",supportive sentiment
Si koy parah bett 😂😂😂,relatable engagement
Mi fav couple goals,supportive sentiment
Smngt terus kak❤️🙌,supportive sentiment
❤️❤️❤️,spam or irrelevant
😂 mama kocak,relatable engagement
"wow wow wow, just wow, kek ga nyata co, ini AI yah?",product-focused response
spill dong lucunyaa selina,product-focused response
😢 makasih kak atas nasehat dan arahan nya semoga bisa tercapai ya ka amin,supportive sentiment
can't waittttt🔥,supportive sentiment
Bang request tektok lauser udah paket lengkap😭🙏,supportive sentiment
"Bintang tamu kayak kenal nih, Ejen Landen 🔥",relatable engagement
Happybday,spam or irrelevant
Mba Anaaaaa selamat yaaaa 😍 ikut bahagiaaaaa!,supportive sentiment
😍😍😍,spam or irrelevant
@suciaulls,spam or irrelevant
girlll😍,supportive sentiment
Rehan lu mau sama yg lebih tua kagak sih😭🤣,relatable engagement
Fix wuling kalah ini 🔥🔥🔥,supportive sentiment
cakepnya kebangetan,pas
Fuyoo 🔥,supportive sentiment
Wow kerennn 😍😍😍😍😍,supportive sentiment
adel klo ngedit pke vn lo yangg @dhankp_,social virality
Bingung pasti itu yukaa 🗿🗿,relatable engagement
"Semangat Ray, kamu pasti bisa🔥❤️",supportive sentiment
kawal sampe nikah🙌🔥,supportive sentiment
Masya Allah kak ☺️🤍,supportive sentiment
Gugup ngga ka sedekat itu 😍,supportive sentiment
Sisain 1 yg begini buat ku 😮,relatable engagement
cakep banget yarabb,supportive sentiment
Keren 🔥,supportive sentiment
akhirnyaaa!🥹 masya Allah,supportive sentiment
cantik,spam or irrelevant
Semangatttt terus blek❤️,supportive sentiment
Kak baju itemnya beli dimana,product-focused response
💜,spam or irrelevant
Hahahahaha yaamponnn aya2 wae 😂,relatable engagement
"Keren banget, vibes nya kayak di dunia fantasy gituuu 🔥",supportive sentiment
Tiba2 ga ke rekam gmn,spam or irrelevant
"Gausah nyindir min, malu anj😭😭😭",relatable engagement
Kucingnya boleh aku adopsi gak?? 🥹,relatable engagement
❤️,spam or irrelevant
Kak tiffan klo gini mirip pemainnya queen gambit euy,relatable engagement
🔥,spam or irrelevant
😍😍😍😍😍😍,spam or irrelevant
Jadi kangen wedang ronde ul @yulianitiara nepak tilas yu kesanaaaaaa 😢,social virality
Natural doping manusia ambis,product-focused response
"asyeek., efek andalan ini. tks mas 💪🏻🔥🔥",supportive sentiment
eca lucu bggttttt😍😍😍😍😍,supportive sentiment
di korea tu pake seluler kaya kita gini atau ga si ?,product-focused response
FIX,spam or irrelevant
❤️,spam or irrelevant
menyala🔥,passive engagement
@andika.pebrianto gas kali,social virality
Merepotkan sekali memang uang Panai ini🥲,supportive sentiment
"Legend, udah lama kali ga kesini",relatable engagement
"Not gonna lie, he's for real wearing that dress better than she is.",supportive sentiment
Ngomong apa itu bang eJ🫵🏻,supportive sentiment
semoga lewat diberanda istri 😂😂,relatable engagement
"Cha, udah kayak female lead di drakor deh😍",supportive sentiment
"Ka bi ,,kita beda 1 bln aja ..aku udh masuk 5 bln ,sehat2 buat kita ber2 ..🤲🤲 akupun pejuang garis 2 kmren ka bi ..",relatable engagement
Ini alfa Midi yg di jalan pertanian 1 bukan y..?,product-focused response
Tetap no 1 istri😭,supportive sentiment
👏,spam or irrelevant
"Seruu amattt, th depan musti ikut nihh keknyaaa 🥹",supportive sentiment
YoLo🤙,passive engagement
"Gimana ka kalo posisinya lagi gak ada,terus suami juga lagi gak ada pegangan😢",product-focused response
sho pwetty,pas
bang buka kelas dong,supportive sentiment
Kata-kata motivasi hari ini 👏,supportive sentiment
mau tanya 1. setelah sekian lama pemakaian apa nanti bagian atasnya akan keriting? 2. dibagian atas ada anti slip nya atau ngga?,product-focused response
😍❤️😍❤️😍❤️,spam or irrelevant
Ytuhnnn😭👏👏🔥😭😭,passive engagement
Omakk @davasurbaktii,pas
Seneng list kak cacil... Walaupun syari tidal jadi penghalang until tetap keren,supportive sentiment
❤️❤️❤️,spam or irrelevant
Girls timenya sempurna bngettt,supportive sentiment
Semangat rey!!!!🔥,supportive sentiment
kak suaminya mirip @jnkmsc 😭😭😭,social virality
gorgeous🔥,supportive sentiment
Sangat Begitu Modern donk🥳,supportive sentiment
I'd love to try this.,supportive sentiment
😂😂😂😂,spam or irrelevant
goddesss 🔥,supportive sentiment
ga perlu sadap hp ank udah ada yg nyadap pembicaraan kakaknya 😂😂😂😂😂,product-focused response
Lovee,spam or irrelevant
Congrtassss yaa bang 😁🙌,relatable engagement
Kok kamu ❤️ aku banget,relatable engagement
Sumpah punya kesenangan tersendiri kalau liat langit LG bagus bgt,product-focused response
"Selalu jaga kesehatan ,sukses selalu ❤️🔥",supportive sentiment
Good luck champ...,supportive sentiment
❤️🔥,spam or irrelevant
Masya Allah dek 😍,supportive sentiment
Pemenang sound 🙌,supportive sentiment
Kapan kapaann @arivasadio_,social virality
Here we gooo🔥,supportive sentiment
bahagia selalu ka zeta💐,supportive sentiment
Serious nanya. Typography sm effect ini lagi lagi trend yah? Liat banyak bgt di IG explore soalnya 🙏,product-focused response
WKWKWKKWKW BARU SADAR YANG UPLOAD BUKAN FANBASE 😌,product-focused response
Mari gunakan jasa kami sewaktu anda liburan di Padang Sumatera Barat 🥰🥰🥰,supportive sentiment
panutankuuu,spam or irrelevant
Darii madiunn 👋🏻👋🏻,supportive sentiment
Bella bule 😍,supportive sentiment
😭😭😭😭😭,spam or irrelevant
Sehat sehat bumil,supportive sentiment
❤️❤️❤️,spam or irrelevant
terlalu menyala 🔥,supportive sentiment
aku kalo punya badan begini pasti aku udah jadi polwan🔥,relatable engagement
👏👏,spam or irrelevant
"buat yang bilang jari Aqeela, masa kalian hal sekecil itu gak tau guys? jari jari Aqeela lebih lentik dan panjang panjang, kuku Aqeela yang merah juga cuka press on nails bukan nail polish",product-focused response
happy birthday and congratss karen!!🥹💗💗,supportive sentiment
cakep banget,pas
"Ridho, evaluasi diri bangkit cari solusi dan tetap semangat...lbh kuat, sabar dan tawakkal.. Serahkan hasil kpd Allah SWT.",supportive sentiment
Kalo abis ditamping masih nyisa di pinggir gimana bg el?,product-focused response
🔥🔥,spam or irrelevant
gemeess 🤏🏻😻,passive engagement
iya ayang,pas
wkakakak ngakak😭,passive engagement
Heh apa sih teriak teriak tak panggilin damkar nanti loh😭,relatable engagement
😍😍😍😍,spam or irrelevant
"Masya Allah kata2 nya,mewakili sekali,Persit kuat,Persit hebat..salm IP dari Aceh ibu🙏",supportive sentiment
"Bang buatnya jangan pake hitungan gram bang saya ga punya timbangan , klo bawang brapa biji",relatable engagement
Jagalah hati jangan kau nodai papih,supportive sentiment
gorgeoussss,spam or irrelevant
😌,spam or irrelevant
Gimana gak kompak kaos aja,product-focused response
cantik bgttt,pas
Semoga gua bisa kebeli juga amiin in geng 😢🔥,supportive sentiment
Unkerrrrr idaman😍,supportive sentiment
"awww bumil cantik, sehat teruss kaa dan debay!! ❤️",supportive sentiment
abis ini botak 😍,supportive sentiment
Ribet bgt dah tinggal ngopii ngapain lu NYIDAK NYIDAK BARISTA???????? TUJUAN AWAL LU ITU??? Lu yakin alat itu fungsinya nyidak ??? Ribet bgt mau ngopi aja riweh tinggal minum sesimpel gak enak pindah tempat enak di respect,supportive sentiment
Cute😖,passive engagement
"Btw kakk , akuu syuka & cocok pakaii micellar water garnier yg pink 🩷, sama cat rambutnya yg golden brown mwantulll 🙌🙌",relatable engagement
back to setelan pabrik,supportive sentiment
🖤💚🖤,spam or irrelevant
Mirip Qween Gambits,relatable engagement
Cntik bngett mba tasya,supportive sentiment
syang kaliannnn,pas
Oalaahhh si teteh ini ternyata yg di jagara 😂,relatable engagement
When the robber is just a chill guy,supportive sentiment
ga expect ada yg teriak beneraan😭,product-focused response
Bargha mpasi masih fortif apa udh mau homade?,relatable engagement
Looks like an amazing product!,supportive sentiment
AUTO CHECKOUT,pas
muel @niasianipar @alsardysnpr,social virality
Happy wedding..God bless both of you😇👰🏻‍♀️🤵‍♂️💐,supportive sentiment
Temenin dilan yo mamiren❤️❤️,supportive sentiment
Proud🔥,supportive sentiment
Jabar & J-Team 😂,relatable engagement
🙌,spam or irrelevant
"Mmbi 2024 teh, sudah siap merealisasikan show your crown itu yg pernah @nitaoktarr ucapkan di episod queen bee?",social virality
pesona cindo,pas
🔥🔥🔥,spam or irrelevant
Gak disangka kembaran jaket sama @mahaliniraharja 🤣,social virality
YA ALLAH KAK FEEELLL!!! 😭😭💜 AKU NANGIS BANGET!! This is such a beautiful moment!! Kakak emang deserving banget!! BTS recognize good content when they see one💜 SO HAPPY FOR YOU!!,supportive sentiment
"Lebih salfok bajunya seh, beli dimana yg bulls itu? 😂",product-focused response
Selamat hari raya idul fitri kk,supportive sentiment
eh kece bgt bapaknya 😂🔥👏,relatable engagement
😮😮,spam or irrelevant
Ya ndak ada net nya lah ciii 😂😂😂,product-focused response
nangis banget ya Allah,supportive sentiment
Sllu inget yang “Iyaaaa beyybihhh” 😂😂 hahahaha…. selamatt ulangtahun yaa Kama gemecccccc 🫶🏻✨ @bhajkama,supportive sentiment
Yg ketiga cwe paling tinggi itu pacar nya Rey kan ya???,product-focused response
Teh ini didaerah mana,relatable engagement
🔥🔥,spam or irrelevant
Hi bestie,pas
Thalia cantik pisan😍,supportive sentiment
bagus.. repost ya? teg kalau boleh,product-focused response
BULE JUGA MBA?,product-focused response
Itu krudung Hilda kek ga asing 😂,relatable engagement
"Thank you, @arafahrianti 😂💚",social virality
These products are awesome! They work so well,supportive sentiment
Trip gila karena cuma bentar tp bagus ya hasilnyaaa,product-focused response
Jangan sampai day 2 gua nangisin HARQEEL 😭,supportive sentiment
Cantikkkk bgtttt ka tacaaaaa😍,supportive sentiment
Backsoundnya keren 🔥,supportive sentiment
"Yes jgn sampe bilang ""aku kaget kamu gini sejak awal kenal kamu ga pernah punya sifat sikap gini"" kek rasanya di bohongin enaknya itu jujur apa adanya",relatable engagement
😍😍😍😍😍bu😍,spam or irrelevant
Terimakasih utk semua pahlawan INDONESIA.jasamu tiada tara...akan selalu di kenang ..❤️❤️❤️,product-focused response
👏,spam or irrelevant
buset segala ada meet up 😭 udh begaul die ga di kamar lagi 😂,product-focused response
Keren 🔥,supportive sentiment
"Gokiill, buah konsistensi ya Kumar, salute @ibrokumar 👏🔥",supportive sentiment
tukang tongseng kemejanya longgar banget,supportive sentiment
Bintangny sepuluh⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐😍,spam or irrelevant
😍,spam or irrelevant
"gak bisa berkata-kata pokok nya turut bahagia,samawa ya sahabat🫶🤲🏼",relatable engagement
@nrqlhmn @riniaanggriani @natayayep harus nonton sih ini anak takalar terutama 😂,social virality
Bismillah ❤️😢,supportive sentiment
Oh tidak figure itu kan.....,relatable engagement
😂😂😂,spam or irrelevant
Bismillah semoga tetap jadi hamba Allah yang istiqomah,supportive sentiment
Dibilang masih gadis juga aku percaya 😚,relatable engagement
Mantap❤️🔥,passive engagement
Kembar banget itu papanos sama uti...mirip mukanya...mirip pula kelakuanya😂,relatable engagement
Main gunting batu kertas dilawan pake keju,supportive sentiment
caption 🥺,passive engagement
😍🖤🖤,spam or irrelevant
"Ka dilan udah kebeli mobil jangan balikan lagi kaya yang sebelah ya awas, bikin kita gemass😭",product-focused response
Masya Allah Allahumasolli ala sayyidina Muhammad 🤲🤲,supportive sentiment
Kok disitu pada ga ketawa sih😂,product-focused response
kereenn,spam or irrelevant
😍,spam or irrelevant
kerennnn,spam or irrelevant
Ya kan namanya juga nambah kerjaan ☺️,relatable engagement
the body is sooooo😍😍😍😍,supportive sentiment
😍😍😍😍,spam or irrelevant
👏👏👏🔥🔥🔥🙌,spam or irrelevant
😍😍😍😍,spam or irrelevant
"Aku terlalu bayi untuk seratus tahun mencintai ,,,ngapin coba 🙌",relatable engagement
"Sekarang hubungan gw sama chatgpt gw jadi renggang gitu do, kek ada yang ganjel 😔",relatable engagement
Can’t wait!!😍🔥,supportive sentiment
setiap lihat hary pasti datang ke mimpi😍🥰,supportive sentiment
😍🙌,spam or irrelevant
kak di tunggu ya vlog terbarunyaa,relatable engagement
yaampunnn mas pacalll❤️❤️❤️,supportive sentiment
DAN SEBENARNYA AKU TAK DIAM SERAYA MEMPERHATIKAN JEJAK LANGKAHMU,relatable engagement
Cakepnya pacar orang 😭😭😭😭,relatable engagement
Gemessss naa😍😍😍😍,supportive sentiment
😍,spam or irrelevant
Cantik cantik banget yah mereka😍,supportive sentiment
Gilee🔥,passive engagement
Bismi'llah,spam or irrelevant
"Yg menyemangati juga butuh di semangati,semangat ya guys kalian pasti bisa,waduhhh asli tersentuh bgt kak ama katanya kaka😭🥲",supportive sentiment
"Masya Allah Bang @dolly_regar , ngiler aq liatnya 😍",supportive sentiment
😍,spam or irrelevant
"klo kameranya bagus mau ig, tiktok, Twitter di isin tentang langut pun aku ikhlas",relatable engagement
Bang mamat ditunggu sama netizen #KeRamat,social virality
Udh nntn sbelum BelBell up ke ig 😍,supportive sentiment
Multifungsi😍,supportive sentiment
Uta..uti...yg kubesarkan dengan quota uda bisa akting dan lucu pula😂😂😂😂,relatable engagement
Lah nambah satu anaknya,relatable engagement
me too,pas
Dancow wae mbak.. anakku dulu tak kasih procal gold gak mau blass,relatable engagement
🔥,spam or irrelevant
Popo siroyooo,pas
Menyalaaaaaa 🔥🔥🔥🔥🔥,supportive sentiment
@jannahfirdhaus @ara_elkhuluq,social virality
Tunggu kit main bareng yaaa,relatable engagement
lucu~~~~,spam or irrelevant
@tiffanyfani 🔥,social virality
🔥🔥🔥🔥🔥😍😍😍😍😍,spam or irrelevant
agak aneh sebut marselino ferdiiii nan,relatable engagement
Omm...Hm.........................................,spam or irrelevant
Kereeeeennn kak ochiiiiii 👏👏,supportive sentiment
Wah keren tuh HTI : Hari Tanpa Israel ✨,supportive sentiment
Proud of you Sonn! Congratulationss ❤️🍻,supportive sentiment
"Pernah jadi A-TEAM pada masa nya 🗿, ternyata benar kata coki-muslim musuh besar A-TEAM adalah kedawasaan 🤣",relatable engagement
Gigi mana gigi 😍😍😍,supportive sentiment
@mahaliniraharja selalu cantik,product-focused response
"Pasti mau minta tolong sama Adit, nampak dari cara larinya 😂",relatable engagement
too pretty even beyond the angels ❤️‍🔥,supportive sentiment
Konten nya ga jelas.. Utk diri sendiri doang,relatable engagement
🔥🔥,spam or irrelevant
Go go go bwang,supportive sentiment
🔥,spam or irrelevant
"Aaaaa lucuuuuuu, cewe first move ga seburukk itu ternyata😍 😍",supportive sentiment
😂😂😂 ya ampun cute banget ngakak gue mah,relatable engagement
mesmerizing 🤍🤍🤍,supportive sentiment
KEREN KALI WAK,supportive sentiment
😍✨,spam or irrelevant
I am so loving this and I am a huge cotton fan!,supportive sentiment
Itu gpp gan klo kipasnya agak berisik pas gaming ya? Emang kira² dbandingkan ama device smartphone gmna powernya?,relatable engagement
Yuka chan kayak cecelovely😍,supportive sentiment
Maaf kalo bikin panik waktu itu guys 😭😭 @boytmgr98 @annisaai_,social virality
Tombol setuju kalo mahalini cakep bgtt😭👉🏻,product-focused response
Knp sih si dilan gaya n senyum nya ky gt.. alay beut..,relatable engagement
"Masih lama banget comeback nya Ginting, 2 bulan lagi 😌",supportive sentiment
cantiknaaa❤️❤️❤️,passive engagement
🔥🔥,spam or irrelevant
❤️,spam or irrelevant
😍,spam or irrelevant
@kvhh_6 hayu,pas
Omoo bareng prilly ka,relatable engagement
Nemu aja kak hidden gem,relatable engagement
Sayang?,spam or irrelevant
Kece benr,pas
Mantap,spam or irrelevant
❤️,spam or irrelevant
Seru yaa😍,supportive sentiment
"Hello, how are you, I live on Socotra Island, can I contact you?",product-focused response
Nami ❌ Nimo ✅ 😂😂,relatable engagement
"Anaku juga kak Supply ASI kurang Sempat ndak mau sufor tapi kebutuhan cairan harus cukup Dilatih kalau pas malam kak biasanya klo dari bayi itu malam minta minum nah itu di kasih sufor sedikit demi sedikit, jadi pas dia tidak sadar atau saat deep sleep ☺️",relatable engagement
my loves 😍😍,supportive sentiment
Hey dedek bayi . Tanggal lahir kita samaan 😍 semoga mommy and kamu sehat² beserta keluarga ya . Onty disini pejuang garis dua hehehe doain ya teman² 🙏😇,supportive sentiment
Mantap enak🔥,supportive sentiment
Anjay ke PIK,passive engagement
Bikin gula darah naik gak sih,relatable engagement
Dua dosa besar di dunia ini : 1. Tidak nonton one piece 2. Cr goat,supportive sentiment
Kenapa s AQ selalu mengagumimu yang sangat ngefeel kalau lgi nyanyi😊🙏,supportive sentiment
🔥🔥🔥,spam or irrelevant
whattttttt is it reallll??????,product-focused response
dikasih pinjem seumur idup om? -',product-focused response
anjay party ci,passive engagement
1,spam or irrelevant
Relate bangeet 😍,supportive sentiment
Take ulang gk da ? 👊🏻😭 Udh ikut sedih kebawa alur malah lu bikin ketawa 😂🤏🏻,relatable engagement
😍,spam or irrelevant
Lucuuu 💗🤏🏻,supportive sentiment
"Singkat, padat , sama 😭",product-focused response
"yang aku mau pasangan yg transparan🥰 bukan hanya bicara jujur karena diminta, tapi memberitahu tanpa ditanya😊❤️",relatable engagement
